id,subject_code,name,college,branch,year,description
1,EE400,Electrical Drives,NITG,EEE,FOURTH,NULL
2,HS400,Management ,NITG,EEE,FOURTH,NULL
3,EE401,Power Electronics & Drives Lab ,NITG,EEE,FOURTH,NULL
4,EE402,Seminar,NITG,EEE,FOURTH,NULL
5,EE403,Programme Major Project-I,NITG,EEE,FOURTH,NULL
6,EE450,Power System Operation and Control,NITG,EEE,FOURTH,NULL
7,EE452,Programme Major Project-II,NITG,EEE,FOURTH,NULL
