id,subject_code,name,college,branch,year,description
1,EC401,VLSI Circuit Design,NITG,ECE,FOURTH,NULL
2,HS400,Management,NITG,ECE,FOURTH,NULL
3,EC402,Information Theory and Coding,NITG,ECE,FOURTH,NULL
4,EC403,VLSI Design Laboratory,NITG,ECE,FOURTH,NULL
5,EC448,Seminar,NITG,ECE,FOURTH,NULL
6,EC449,Major Project,NITG,ECE,FOURTH,NULL
